11778G>A_female_None_[],11778G>A_male_None_[],11778G>A_male_J_['smoking_heavy'],14484T>C_male_J_[],14484T>C_male_non_J_[],3460G>A_male_None_[]
0.01847727247145868,0.10431104209036036,0.21754023802911981,0.3233995590232232,0.0008727886076382546,0.9681790399949537
0.020833898279095975,0.13290401306202135,0.2997731011072792,1.0,0.003116506209041995,0.7920971035649573
0.023526154104613367,0.14207733724336868,0.6562732448300844,1.0,0.0013591182426730497,0.7943231467774996
0.015655905710028513,0.11860277072523318,0.9320385666394652,1.0,0.0013699116809592355,0.9716957861657725
0.04588880755540311,0.2850705470881444,1.0,0.4986591360906349,0.0010359088821870744,0.9841163815374533
0.027963101182034232,0.2531690971108138,1.0,1.0,0.0013387613497440136,0.8320216106080195
0.0707215229645951,0.5176795578238926,1.0,1.0,0.001455924180140153,1.0
0.05733531807246498,0.2473292219036454,1.0,0.17744808937824794,0.00024089222485733914,0.5059625679406851
0.01872840357394533,0.12158747702671385,0.4670784380282453,1.0,0.004291053406733411,1.0
0.04212907228295237,0.305715607475788,1.0,1.0,0.009282560790759738,1.0
0.006159487144799109,0.04851124745046807,0.3893548569005365,0.6060621238105965,0.0008507410520952881,1.0
0.03482067862956374,0.17614134822327576,0.803195432761072,1.0,0.006824803096228014,0.74159033569659
0.02025731761311322,0.159264652111628,0.2833318245149789,1.0,0.004544700739952259,0.8544345283956436
0.030488626863776562,0.16520937922919665,0.7729826943700254,0.5632849481220469,0.0007910659515388474,0.3709483977251323
0.04007907878486109,0.25622752150430933,0.6860689553031061,1.0,0.0015318221425960736,0.8994251101431268
0.011930339532805223,0.05133742095964282,0.25345171010541423,0.99441907430816,0.0012181272775638036,0.5529725611711082
0.048410344407583523,0.5264572031652456,1.0,1.0,0.0028536295014826322,1.0
0.04354855969408979,0.378139313001994,1.0,0.5276587278334349,0.0011764070406645865,1.0
0.06016860698323559,0.36601795595507397,1.0,0.15390063581269398,0.00025956187221625224,1.0
0.03713925570436617,0.22405304984103597,0.6363649203090743,0.6892430756432261,0.0025396655419917024,1.0
0.033366289714294534,0.25810269822073456,1.0,0.9829559987049961,0.0011194747106223547,1.0
0.0331386501014099,0.27196115347920885,1.0,1.0,0.0016694381633897924,1.0
0.026369951609962125,0.23800089691640325,0.726799890249856,1.0,0.0024949562868603896,1.0
0.03320829392389329,0.3388661350906617,0.9638999359639798,1.0,0.003426485475066507,1.0
0.06361503228935164,0.5770858171442947,1.0,0.888586582228606,0.0014254694866034966,1.0
0.026341610254395305,0.16185795780166465,0.7639352811282414,0.03141673784347552,8.82679091533489e-05,0.8057106118237103
0.02297952495117022,0.11774249948918591,0.2679989538375702,0.9647217108639177,0.0009878708121618925,0.6821799141417956
0.042283944756887834,0.3019078205801409,1.0,0.3803347464667484,0.0006272995668103408,1.0
0.016103714269420432,0.07407952511434375,0.3732196478773156,0.05796004129904928,0.00016598558423988475,0.6707587896896164
0.026140205829507566,0.16466255215836725,0.7391323858595418,0.43119013921835936,0.0005029994327460756,0.6514298431155603
0.035823791504563954,0.29092195424470424,1.0,1.0,0.005401186658499972,0.7748154290998965
0.026036141587088373,0.22233604233670645,0.8515203058818864,0.9464741992288913,0.0021844374296656165,0.762986031692294
0.019710844452418008,0.15757544634729567,0.5914039487682378,0.19917482440361234,0.00030784505479741455,1.0
0.03827255610444234,0.17409124677034965,0.5803921089729192,1.0,0.003390459585860344,0.4595536361361474
0.009951358179097933,0.06553916141378392,0.2512278659390237,0.5585062637203138,0.001383486663437324,0.7861694173282189
0.029157289239907663,0.24630498529971423,0.9101257144438969,1.0,0.003357544161695316,0.7739896878891211
0.01558477238043201,0.15286462457696048,0.9047937000435229,0.8993870463195598,0.001553497740392899,1.0
0.03951694709073379,0.353415401389201,1.0,0.16282793732627646,0.00032046409966320863,1.0
0.035227108150615236,0.26699317121579014,1.0,0.0169133190358627,1.4085182514914172e-05,1.0
0.01616014796258619,0.1553906069311714,0.3982591497253379,0.8603085364741078,0.0010138620509197354,1.0
0.0391077601999788,0.23694666185947347,0.5320451256154491,1.0,0.0012217302312124575,0.7969322838965865
0.06405444378021416,0.589669785701691,1.0,0.501385583571347,0.0013942195503202394,1.0
0.04158095657232785,0.42848048504988684,1.0,1.0,0.008897088504692065,1.0
0.03332995949229868,0.2051689342441699,1.0,1.0,0.00633768606432048,0.599799550169374
0.04713919017745944,0.30863606916074854,1.0,0.22095893605100025,0.0002444387575725451,0.8783556600040866
0.03634106980080079,0.177524210868034,0.7128426512140497,0.9259747257198422,0.001238026453705547,0.7138751247499141
